ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
G.47.29.10,Commercio al dettaglio di latte e di prodotti lattiero-caseari,1.a Impresa,819107,7,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,1369,26
K.66.22.02,Agenti di assicurazioni,1.a Impresa,372393,2,MO,Micro (1-10),Small (100k-1M),Other,107,12
G.47.25.00,Commercio al dettaglio di bevande in esercizi specializzati,1.b Azienda individuale,0,3,RM,Micro (1-10),No revenue,Wholesale/Retail,358,11
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,MI,Micro (1-10),No revenue,Wholesale/Retail,390,18
S.95.11.00,Riparazione di computer e periferiche,1.b Azienda individuale,0,5,SS,Micro (1-10),No revenue,Other Services,156,11
J.58.11.00,Edizione di libri,1.a Impresa,101947,1,Unknown,Micro (1-10),Small (100k-1M),Information/Technology,437,22
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.b Azienda individuale,0,2,UD,Micro (1-10),No revenue,Wholesale/Retail,53,5
G.46.66.00,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,1.a Impresa,1670280,7,LU,Micro (1-10),Medium (1M-10M),Wholesale/Retail,33,1
G.47.72.10,Commercio al dettaglio di calzature e accessori,1.a Impresa,1471154,21,Unknown,Small (11-50),Medium (1M-10M),Wholesale/Retail,33,2
S.95.29.04,Servizi di riparazioni rapide duplicazione chiavi affilatura coltelli stampa immediata su articoli tessili incisioni rapide su metallo non prezioso,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Other Services,33,1
C.10.86.00,Produzione di preparati omogeneizzati e di alimenti dietetici,1.a Impresa,43109,6,Unknown,Micro (1-10),Very Small (<100k),Manufacturing,33,1
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,32339665,52,GE,Medium (51-250),Large (>10M),Wholesale/Retail,33,2
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,18713341,82,BO,Medium (51-250),Large (>10M),Public Administration,67,6
C.16.24.00,Fabbricazione di imballaggi in legno,1.a Impresa,5776571,14,AR,Small (11-50),Medium (1M-10M),Manufacturing,124,13
G.47.73.10,Farmacie,1.b Azienda individuale,1684777,5,SU,Micro (1-10),Medium (1M-10M),Wholesale/Retail,368,26
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.a Impresa,835262,5,PO,Micro (1-10),Small (100k-1M),Wholesale/Retail,44,6
G.47.73.10,Farmacie,1.a Impresa,0,9,RM,Micro (1-10),No revenue,Wholesale/Retail,185,13
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,7166456,35,FI,Small (11-50),Medium (1M-10M),Wholesale/Retail,233,18
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,3055630,6,FI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,33,1
I.56.10.11,Ristorazione con somministrazione,1.a Impresa,6381769,93,MI,Medium (51-250),Medium (1M-10M),Other,80,14
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,0,1,CT,Micro (1-10),No revenue,Wholesale/Retail,883,23
C.18.12.00,Altra stampa,1.a Impresa,1013379,10,MB,Micro (1-10),Medium (1M-10M),Manufacturing,2452,24
C.26.51.00,Fabbricazione di strumenti e apparecchi di misurazione prova e navigazione (esclusi quelli ottici),1.a Impresa,25454950,94,MI,Medium (51-250),Large (>10M),Manufacturing,68,4
J.58.11.00,Edizione di libri,1.a Impresa,13733187,27,TO,Small (11-50),Large (>10M),Information/Technology,40,5
C.18.12.00,Altra stampa,1.a Impresa,33858244,79,MO,Medium (51-250),Large (>10M),Manufacturing,40,4
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,2167271,12,BG,Small (11-50),Medium (1M-10M),Transportation,146120,20
G.46.49.10,Commercio all'ingrosso di carta cartone e articoli di cartoleria,1.a Impresa,4648653,9,BA,Micro (1-10),Medium (1M-10M),Wholesale/Retail,3266,25
C.14.10.00,CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO (ESCLUSO ABBIGLIAMENTO IN PELLICCIA),1.a Impresa,1894506,10,FI,Micro (1-10),Medium (1M-10M),Manufacturing,32,6
G.47.65.00,Commercio al dettaglio di giochi e giocattoli in esercizi specializzati,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,32,4
C.22.23.02,Fabbricazione di porte finestre intelaiature eccetera in plastica per l'edilizia,1.a Impresa,3768141,13,MI,Small (11-50),Medium (1M-10M),Manufacturing,616,14
C.32.13.09,Fabbricazione di bigiotteria e articoli simili nca,1.a Impresa,1230277,18,Unknown,Small (11-50),Medium (1M-10M),Manufacturing,555,20
F.41.20.00,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,1.a Impresa,8544202,19,RN,Small (11-50),Medium (1M-10M),Other,49,5
C.23.31.00,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti ,1.a Impresa,4237385,52,SA,Medium (51-250),Medium (1M-10M),Manufacturing,55,6
C.28.22.02,Fabbricazione di gru argani verricelli a mano e a motore carrelli trasbordatori carrelli elevatori e piattaforme girevoli,1.a Impresa,4212580,9,PR,Micro (1-10),Medium (1M-10M),Manufacturing,32,1
C.25.62.00,Lavori di meccanica generale,1.a Impresa,4711463,25,MO,Small (11-50),Medium (1M-10M),Manufacturing,65,2
G.47.52.40,"""Commercio al dettaglio di macchine attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio""",1.a Impresa,2913917,11,VR,Small (11-50),Medium (1M-10M),Wholesale/Retail,32,1
G.46.51.00,Commercio all'ingrosso di computer apparecchiature informatiche periferiche e di software,1.a Impresa,1719754,16,LI,Small (11-50),Medium (1M-10M),Wholesale/Retail,382,12
N.82.92.00,Attività di imballaggio e confezionamento per conto terzi,1.b Azienda individuale,236877,2,PG,Micro (1-10),Small (100k-1M),Business Services,13579,21
G.47.82.01,Commercio al dettaglio ambulante di tessuti articoli tessili per la casa articoli di abbigliamento,1.b Azienda individuale,252599,1,FI,Micro (1-10),Small (100k-1M),Wholesale/Retail,32,2
C.25.61.00,Trattamento e rivestimento dei metalli,1.a Impresa,1419822,13,FI,Small (11-50),Medium (1M-10M),Manufacturing,282,11
A.01.13.20,Coltivazione di ortaggi (inclusi i meloni) in foglia a fusto a frutto in radici bulbi e tuberi in colture protette (escluse barbabietola da zucchero e patate),1.b Azienda individuale,0,1,TA,Micro (1-10),No revenue,Other,32,2
A.01.26.00,Coltivazione di frutti oleosi,1.b Azienda individuale,0,1,FI,Micro (1-10),No revenue,Other,185,13
J.61.90.10,Erogazione di servizi di accesso ad internet (ISP),1.a Impresa,186632,1,BG,Micro (1-10),Small (100k-1M),Information/Technology,63,6
F.43.22.01,Installazione di impianti idraulici di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione,1.a Impresa,0,6,GE,Micro (1-10),No revenue,Other,141,15
C.27.40.00,FABBRICAZIONE DI APPARECCHIATURE PER ILLUMINAZIONE,1.a Impresa,4341415,29,VA,Small (11-50),Medium (1M-10M),Manufacturing,32,1
H.49.41.00,Trasporto di merci su strada,1.a Impresa,1358979,10,PD,Micro (1-10),Medium (1M-10M),Transportation,94,10
G.47.51.10,Commercio al dettaglio di tessuti per l'abbigliamento l'arredamento e di biancheria per la casa,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,32,1
G.46.37.01,Commercio all'ingrosso di caffè,1.a Impresa,406743,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,32,3
G.46.69.99,Commercio all'ingrosso di altre macchine ed attrezzature per l'industria il commercio e la navigazione nca,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,134,18
G.47.77.00,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,1.a Impresa,0,3,Unknown,Micro (1-10),No revenue,Wholesale/Retail,130,17
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,18884943,72,FM,Medium (51-250),Large (>10M),Public Administration,41,2
O.84.30.00,ASSICURAZIONE SOCIALE OBBLIGATORIA,2. Ente pubblico / gest. serv. pubblici,0,0,MI,No employees,No revenue,Public Administration,335,17
C.31.09.20,Fabbricazione di sedie e sedili (esclusi quelli per aeromobili autoveicoli navi treni ufficio e negozi),1.a Impresa,27813766,87,PN,Medium (51-250),Large (>10M),Manufacturing,32,2
N.79.11.00,Attività delle agenzie di viaggio,1.a Impresa,16444363,38,UD,Small (11-50),Large (>10M),Business Services,145,19
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,7812129,24,AO,Small (11-50),Medium (1M-10M),Public Administration,32,1
C.25.91.00,Fabbricazione di bidoni in acciaio e di contenitori analoghi,1.a Impresa,21035249,48,SO,Small (11-50),Large (>10M),Manufacturing,84,5
C.15.12.09,Fabbricazione di altri articoli da viaggio borse e simili pelletteria e selleria,1.a Impresa,4968084,40,FI,Small (11-50),Medium (1M-10M),Manufacturing,85,5
C.14.12.00,Confezione di indumenti da lavoro,1.a Impresa,482696,6,Unknown,Micro (1-10),Small (100k-1M),Manufacturing,32,2
C.18.12.00,Altra stampa,1.a Impresa,288121,1,RC,Micro (1-10),Small (100k-1M),Manufacturing,32,2
S.96.02.02,Servizi degli istituti di bellezza,1.b Azienda individuale,0,2,MB,Micro (1-10),No revenue,Other Services,84,11
C.27.40.00,FABBRICAZIONE DI APPARECCHIATURE PER ILLUMINAZIONE,1.a Impresa,29043412,73,FO,Medium (51-250),Large (>10M),Manufacturing,42,3
M.74.90.93,Altre attività di consulenza tecnica nca,1.a Impresa,37344,2,SA,Micro (1-10),Very Small (<100k),Professional Services,235,15
Q.86.10.30,Istituti cliniche e policlinici universitari,2. Ente pubblico / gest. serv. pubblici,0,1636,RM,Large (>250),No revenue,Other,107,9
G.47.29.30,Commercio al dettaglio di prodotti macrobiotici e dietetici,1.b Azienda individuale,0,1,ME,Micro (1-10),No revenue,Wholesale/Retail,216,13
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Business Services,288,14
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,1940086,17,TR,Small (11-50),Medium (1M-10M),Wholesale/Retail,31,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,145856,1,TO,Micro (1-10),Small (100k-1M),Wholesale/Retail,31,1
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,6220100,13,VR,Small (11-50),Medium (1M-10M),Wholesale/Retail,31,2
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,739734,4,TO,Micro (1-10),Small (100k-1M),Wholesale/Retail,2339,21
C.18.11.00,Stampa di giornali,1.a Impresa,2082567,16,CO,Small (11-50),Medium (1M-10M),Manufacturing,3675,9
C.31.01.22,Fabbricazione di altri mobili non metallici per ufficio e negozi,1.a Impresa,9498032,26,MB,Small (11-50),Medium (1M-10M),Manufacturing,56,5
S.94.00.00,ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE,3. Associazione,0,0,BI,No employees,No revenue,Other Services,216,22
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,8910636,15,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,40,4
G.47.78.36,Commercio al dettaglio di chincaglieria e bigiotteria (inclusi gli oggetti ricordo e gli articoli di promozione pubblicitaria),1.b Azienda individuale,0,3,BR,Micro (1-10),No revenue,Wholesale/Retail,152,17
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.a Impresa,2256969,14,FI,Small (11-50),Medium (1M-10M),Other,55,4
N.82.99.40,Richiesta certificati e disbrigo pratiche,1.a Impresa,782838,16,RM,Small (11-50),Small (100k-1M),Business Services,44,3
C.28.96.00,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori),1.a Impresa,1671641,18,BS,Small (11-50),Medium (1M-10M),Manufacturing,56,7
G.45.40.11,Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori,1.a Impresa,7492442,7,CN,Micro (1-10),Medium (1M-10M),Wholesale/Retail,68,8
G.46.49.10,Commercio all'ingrosso di carta cartone e articoli di cartoleria,1.a Impresa,1122921,3,RE,Micro (1-10),Medium (1M-10M),Wholesale/Retail,31,1
C.14.13.10,Confezione in serie di abbigliamento esterno,1.a Impresa,5023390,26,AN,Small (11-50),Medium (1M-10M),Manufacturing,42,3
C.25.11.00,Fabbricazione di strutture metalliche e di parti di strutture,1.a Impresa,4764134,29,VI,Small (11-50),Medium (1M-10M),Manufacturing,59,6
C.18.12.00,Altra stampa,1.a Impresa,12428370,41,VR,Small (11-50),Large (>10M),Manufacturing,31,1
C.13.20.00,TESSITURA,1.a Impresa,2034629,19,BI,Small (11-50),Medium (1M-10M),Manufacturing,31,3
C.23.41.00,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,1.a Impresa,0,20,Unknown,Small (11-50),No revenue,Manufacturing,31,2
C.26.10.00,FABBRICAZIONE DI COMPONENTI ELETTRONICI E SCHEDE ELETTRONICHE,1.a Impresa,1751103,6,FI,Micro (1-10),Medium (1M-10M),Manufacturing,42,3
S.95.12.01,Riparazione e manutenzione di telefoni fissi cordless e cellulari,1.b Azienda individuale,0,3,SI,Micro (1-10),No revenue,Other Services,446,23
C.20.42.00,Fabbricazione di profumi e cosmetici,1.a Impresa,398998,7,PG,Micro (1-10),Small (100k-1M),Manufacturing,31,4
N.82.91.10,Attività di agenzie di recupero crediti,1.a Impresa,113190,3,FO,Micro (1-10),Small (100k-1M),Business Services,193,19
G.47.71.20,Commercio al dettaglio di confezioni per bambini e neonati,1.b Azienda individuale,0,1,SA,Micro (1-10),No revenue,Wholesale/Retail,270,14
G.46.46.10,Commercio all'ingrosso di medicinali,1.a Impresa,7350702,9,BS,Micro (1-10),Medium (1M-10M),Wholesale/Retail,2695,23
G.45.20.40,Riparazione e sostituzione di pneumatici per autoveicoli,1.b Azienda individuale,0,1,TO,Micro (1-10),No revenue,Wholesale/Retail,74,5
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,55728,1,MO,Micro (1-10),Very Small (<100k),Wholesale/Retail,273,16
G.47.65.00,Commercio al dettaglio di giochi e giocattoli in esercizi specializzati,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,31,2
O.8411L1,COMUNI,2. Ente pubblico / gest. serv. pubblici,33647291,130,AQ,Medium (51-250),Large (>10M),Public Administration,42,4
J.62.01.00,Produzione di software non connesso all'edizione,2. Ente pubblico / gest. serv. pubblici,18874974,262,AO,Large (>250),Large (>10M),Information/Technology,166,20
G.47.59.10,Commercio al dettaglio di mobili per la casa,1.a Impresa,0,2,RM,Micro (1-10),No revenue,Wholesale/Retail,452,19
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,357393,1,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,1537,17
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,486146,3,RC,Micro (1-10),Small (100k-1M),Wholesale/Retail,393,16
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,8335,1,RN,Micro (1-10),Very Small (<100k),Information/Technology,31,1
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Transportation,40,3
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,4319,1,TV,Micro (1-10),Very Small (<100k),Manufacturing,71,4
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,401293,6,BS,Micro (1-10),Small (100k-1M),Information/Technology,167,16
H.49.41.00,Trasporto di merci su strada,1.a Impresa,2430588,7,Unknown,Micro (1-10),Medium (1M-10M),Transportation,38,3
N.82.92.10,Imballaggio e confezionamento di generi alimentari,1.a Impresa,3162700,30,UD,Small (11-50),Medium (1M-10M),Business Services,70,4
F.43.22.01,Installazione di impianti idraulici di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione,1.a Impresa,2205890,16,Unknown,Small (11-50),Medium (1M-10M),Other,85,5
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,702,1,RE,Micro (1-10),Very Small (<100k),Wholesale/Retail,292,9
H.49.41.00,Trasporto di merci su strada,1.a Impresa,34106968,46,MI,Small (11-50),Large (>10M),Transportation,30,4
C.32.91.00,Fabbricazione di scope e spazzole,1.a Impresa,2302629,18,VA,Small (11-50),Medium (1M-10M),Manufacturing,30,2
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,243948,2,RE,Micro (1-10),Small (100k-1M),Wholesale/Retail,679,26
G.47.75.10,Commercio al dettaglio di articoli di profumeria prodotti per toletta e per l'igiene personale,1.b Azienda individuale,0,2,Unknown,Micro (1-10),No revenue,Wholesale/Retail,129,17
C.25.62.00,Lavori di meccanica generale,1.a Impresa,13570597,2,PU,Micro (1-10),Large (>10M),Manufacturing,30,2
J.62.09.09,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,1.a Impresa,13307375,68,TR,Medium (51-250),Large (>10M),Information/Technology,16563,20
K.66.22.02,Agenti di assicurazioni,1.a Impresa,5004046,13,RM,Small (11-50),Medium (1M-10M),Other,334,12
F.41.20.00,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,1.a Impresa,1398870,11,MI,Small (11-50),Medium (1M-10M),Other,113,14
G.46.15.01,Agenti e rappresentanti di mobili in legno metallo e materie plastiche,1.a Impresa,2275398,12,UD,Small (11-50),Medium (1M-10M),Wholesale/Retail,744,12
J.62.09.09,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,1.a Impresa,768129,22,PG,Small (11-50),Small (100k-1M),Information/Technology,225,11
N.77.40.00,CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT),3. Associazione,0,53,RM,Medium (51-250),No revenue,Business Services,54,3
H.49.41.00,Trasporto di merci su strada,1.a Impresa,4431222,34,MO,Small (11-50),Medium (1M-10M),Transportation,40,4
C.28.94.10,Fabbricazione di macchine tessili di macchine e di impianti per il trattamento ausiliario dei tessili di macchine per cucire e per maglieria (incluse parti e accessori),1.a Impresa,4249904,13,RE,Small (11-50),Medium (1M-10M),Manufacturing,430,5
C.25.61.00,Trattamento e rivestimento dei metalli,1.a Impresa,44166131,78,PZ,Medium (51-250),Large (>10M),Manufacturing,203,15
C.20.12.00,Fabbricazione di coloranti e pigmenti,1.a Impresa,12206567,49,TP,Small (11-50),Large (>10M),Manufacturing,48,2
J.58.11.00,Edizione di libri,1.a Impresa,231346,1,RM,Micro (1-10),Small (100k-1M),Information/Technology,307,6
C.32.50.20,Fabbricazione di protesi dentarie (inclusa riparazione),1.a Impresa,384312,12,LU,Small (11-50),Small (100k-1M),Manufacturing,339,23
P.85.42.00,"""Istruzione universitaria e post-universitaria; accademie e conservatori""",Altro / ND,0,0,PU,No employees,No revenue,Other,275,7
G.46.34.10,Commercio all'ingrosso di bevande alcoliche,1.a Impresa,6925950,3,VA,Micro (1-10),Medium (1M-10M),Wholesale/Retail,30,2
Q.86.00.00,ASSISTENZA SANITARIA,2. Ente pubblico / gest. serv. pubblici,1435309,1,RE,Micro (1-10),Medium (1M-10M),Other,112,5
F.43.21.00,Installazione di impianti elettrici,1.a Impresa,248500,2,RM,Micro (1-10),Small (100k-1M),Other,80,7
Q.86.90.12,Laboratori di analisi cliniche,2. Ente pubblico / gest. serv. pubblici,782961,12,FI,Small (11-50),Small (100k-1M),Other,265,18
G.45.20.10,Riparazioni meccaniche di autoveicoli,1.a Impresa,1630084,23,SI,Small (11-50),Medium (1M-10M),Wholesale/Retail,181,7
G.46.61.00,Commercio all'ingrosso di macchinari attrezzature e forniture agricole,1.a Impresa,2219954,7,PI,Micro (1-10),Medium (1M-10M),Wholesale/Retail,320,13
G.47.11.40,Minimercati ed altri esercizi non specializzati di alimentari vari,1.a Impresa,5127894,21,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,39,3
C.33.20.02,Installazione di apparecchi elettrici ed elettronici per telecomunicazioni di apparecchi trasmittenti radiotelevisivi di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici),1.b Azienda individuale,0,2,SP,Micro (1-10),No revenue,Manufacturing,107,13
N.77.39.99,Noleggio senza operatore di altre macchine ed attrezzature nca,1.a Impresa,4903913,3,GE,Micro (1-10),Medium (1M-10M),Business Services,2062,23
M.73.12.00,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,1.b Azienda individuale,0,1,MO,Micro (1-10),No revenue,Professional Services,870,21
G.47.77.00,Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati,1.a Impresa,0,3,PV,Micro (1-10),No revenue,Wholesale/Retail,59,9
A.01.50.00,COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI: ATTIVITÀ MISTA,1.a Impresa,0,1,GR,Micro (1-10),No revenue,Other,159,7
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,4032103,14,BI,Small (11-50),Medium (1M-10M),Wholesale/Retail,54,5
G.47.52.40,"""Commercio al dettaglio di macchine attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio""",1.a Impresa,0,6,RM,Micro (1-10),No revenue,Wholesale/Retail,569,14
F.43.21.01,Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione e riparazione),1.a Impresa,141588,2,TO,Micro (1-10),Small (100k-1M),Other,102,10
G.47.73.10,Farmacie,1.a Impresa,0,1,AV,Micro (1-10),No revenue,Wholesale/Retail,30,5
N.82.20.00,ATTIVITÀ DEI CALL CENTER,1.a Impresa,665079,2,Unknown,Micro (1-10),Small (100k-1M),Business Services,249,14
G.46.41.90,Commercio all'ingrosso di altri articoli tessili,1.a Impresa,86593,1,FI,Micro (1-10),Very Small (<100k),Wholesale/Retail,130,3
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,28324,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,30,1
I.56.21.00,Fornitura di pasti preparati (catering per eventi),1.a Impresa,120301,1,Unknown,Micro (1-10),Small (100k-1M),Other,30,1
G.47.76.10,Commercio al dettaglio di fiori e piante,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,30,3
G.47.22.00,Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati,1.b Azienda individuale,0,2,Unknown,Micro (1-10),No revenue,Wholesale/Retail,30,1
G.46.44.20,Commercio all'ingrosso di ceramiche e porcellana,1.a Impresa,1170682,4,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,39,4
C.13.10.00,PREPARAZIONE E FILATURA DI FIBRE TESSILI,1.a Impresa,30501334,98,BI,Medium (51-250),Large (>10M),Manufacturing,30,2
J.58.14.00,Edizione di riviste e periodici,1.a Impresa,29288044,55,MI,Medium (51-250),Large (>10M),Information/Technology,42,4
G.47.19.20,Commercio al dettaglio in esercizi non specializzati di computer periferiche attrezzature per le telecomunicazioni elettronica di consumo audio e video elettrodomestici,1.a Impresa,201281,1,CE,Micro (1-10),Small (100k-1M),Wholesale/Retail,388,12
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,2,TR,Micro (1-10),No revenue,Wholesale/Retail,282,17
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,431436,4,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,179,15
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.a Impresa,0,3,PO,Micro (1-10),No revenue,Wholesale/Retail,122,19
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,EN,Micro (1-10),No revenue,Wholesale/Retail,111,4
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,14480,1,CH,Micro (1-10),Very Small (<100k),Wholesale/Retail,252,13
C.24.45.00,Produzione di altri metalli non ferrosi,1.a Impresa,33933,1,UD,Micro (1-10),Very Small (<100k),Manufacturing,30,1
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,7027,1,PD,Micro (1-10),Very Small (<100k),Wholesale/Retail,137,16
G.47.78.20,Commercio al dettaglio di materiale per ottica e fotografia,1.b Azienda individuale,0,2,ME,Micro (1-10),No revenue,Wholesale/Retail,130,14
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,1,NU,Micro (1-10),No revenue,Wholesale/Retail,687,14
G.47.71.00,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,1.b Azienda individuale,0,3,PD,Micro (1-10),No revenue,Wholesale/Retail,60,9
A.01.45.00,Allevamento di ovini e caprini,1.b Azienda individuale,0,1,SA,Micro (1-10),No revenue,Other,151,7
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1763064,4,PO,Micro (1-10),Medium (1M-10M),Wholesale/Retail,1566,12
G.47.29.90,Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca,1.a Impresa,14061997,85,MI,Medium (51-250),Large (>10M),Wholesale/Retail,29,2
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,3372525,25,VE,Small (11-50),Medium (1M-10M),Transportation,29,2
A.01.21.00,Coltivazione di uva,1.b Azienda individuale,0,1,CT,Micro (1-10),No revenue,Other,218,8
C.31.09.10,Fabbricazione di mobili per arredo domestico,1.b Azienda individuale,0,1,SS,Micro (1-10),No revenue,Manufacturing,160,19
C.16.23.20,Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia,1.a Impresa,2675380,21,CT,Small (11-50),Medium (1M-10M),Manufacturing,114,8
G.47.71.00,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,1.a Impresa,1029164,9,CS,Micro (1-10),Medium (1M-10M),Wholesale/Retail,34,2
C.25.62.00,Lavori di meccanica generale,1.a Impresa,4322536,31,MO,Small (11-50),Medium (1M-10M),Manufacturing,318,21
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,13768021,30,AL,Small (11-50),Large (>10M),Wholesale/Retail,29,4
E.36.00.00,RACCOLTA TRATTAMENTO E FORNITURA DI ACQUA,1.a Impresa,6380493,24,SV,Small (11-50),Medium (1M-10M),Other,74,10
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,280421,1,MC,Micro (1-10),Small (100k-1M),Transportation,149,4
C.26.51.29,Fabbricazione di altri apparecchi di misura e regolazione strumenti da disegno di contatori di elettricità gas acqua ed altri liquidi di bilance analitiche di precisione (incluse parti staccate ed accessori),1.a Impresa,2840075,12,VA,Small (11-50),Medium (1M-10M),Manufacturing,2938,10
S.94.20.00,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,3. Associazione,0,0,CN,No employees,No revenue,Other Services,271,3
