ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
G.46.45.00,Commercio all'ingrosso di profumi e cosmetici,1.a Impresa,382145,2,VR,Micro (1-10),Small (100k-1M),Wholesale/Retail,11436,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,RM,Micro (1-10),No revenue,Transportation,16297,36
G.47.52.10,Commercio al dettaglio di ferramenta vernici vetro piano e materiale elettrico e termoidraulico,1.a Impresa,890848,6,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,19304,36
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,120536,2,FI,Micro (1-10),Small (100k-1M),Information/Technology,11451,36
G.45.40.21,Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori,1.a Impresa,240361,4,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,13838,34
G.47.59.20,Commercio al dettaglio di utensili per la casa di cristallerie e vasellame,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,26742,25
C.15.20.10,Fabbricazione di calzature,1.b Azienda individuale,240062,4,FI,Micro (1-10),Small (100k-1M),Manufacturing,14120,36
G.47.29.20,Commercio al dettaglio di caffè torrefatto,1.a Impresa,321108,4,BA,Micro (1-10),Small (100k-1M),Wholesale/Retail,8344,32
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.a Impresa,4009482,22,TS,Small (11-50),Medium (1M-10M),Wholesale/Retail,10923,36
C.20.42.00,Fabbricazione di profumi e cosmetici,1.a Impresa,338024,4,CT,Micro (1-10),Small (100k-1M),Manufacturing,10856,36
C.28.20.00,FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE,1.a Impresa,4363857,35,PR,Small (11-50),Medium (1M-10M),Manufacturing,12481,36
H.49.41.00,Trasporto di merci su strada,1.a Impresa,1692962,19,GE,Small (11-50),Medium (1M-10M),Transportation,18223,36
S.95.12.01,Riparazione e manutenzione di telefoni fissi cordless e cellulari,1.a Impresa,3798877,19,PA,Small (11-50),Medium (1M-10M),Other Services,12274,36
G.46.49.20,Commercio all'ingrosso di libri riviste e giornali,1.a Impresa,305946,4,AN,Micro (1-10),Small (100k-1M),Wholesale/Retail,13525,36
G.46.43.30,Commercio all'ingrosso di articoli per fotografia cinematografia e ottica,1.a Impresa,109439,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,5122,16
G.46.49.20,Commercio all'ingrosso di libri riviste e giornali,1.a Impresa,0,3,MI,Micro (1-10),No revenue,Wholesale/Retail,11048,36
G.46.43.30,Commercio all'ingrosso di articoli per fotografia cinematografia e ottica,1.a Impresa,593305,6,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,19339,36
G.46.60.00,COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI ATTREZZATURE E FORNITURE,1.a Impresa,3143787,6,PG,Micro (1-10),Medium (1M-10M),Wholesale/Retail,4106,13
G.46.46.10,Commercio all'ingrosso di medicinali,1.a Impresa,1622177,4,RM,Micro (1-10),Medium (1M-10M),Wholesale/Retail,24516,36
G.46.69.99,Commercio all'ingrosso di altre macchine ed attrezzature per l'industria il commercio e la navigazione nca,1.a Impresa,215054,5,UD,Micro (1-10),Small (100k-1M),Wholesale/Retail,12874,36
S.96.02.01,Servizi dei saloni di barbiere e parrucchiere,1.a Impresa,627340,14,VE,Small (11-50),Small (100k-1M),Other Services,14116,36
G.46.36.00,Commercio all'ingrosso di zucchero cioccolato dolciumi e prodotti da forno,1.a Impresa,645585,3,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,8521,27
G.47.75.20,Erboristerie,1.a Impresa,496051,5,FI,Micro (1-10),Small (100k-1M),Wholesale/Retail,6721,36
G.47.71.00,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,1.b Azienda individuale,0,2,AV,Micro (1-10),No revenue,Wholesale/Retail,11669,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,263505,1,CT,Micro (1-10),Small (100k-1M),Wholesale/Retail,17221,36
C.13.92.10,Confezionamento di biancheria da letto da tavola e per l'arredamento,1.b Azienda individuale,0,2,BG,Micro (1-10),No revenue,Manufacturing,13108,36
G.47.73.10,Farmacie,1.a Impresa,0,2,Unknown,Micro (1-10),No revenue,Wholesale/Retail,11248,36
C.10.92.00,Produzione di prodotti per l'alimentazione degli animali da compagnia,1.a Impresa,5076816,17,AR,Small (11-50),Medium (1M-10M),Manufacturing,4065,3
J.61.90.91,Intermediazione in servizi di telecomunicazione e trasmissione dati,1.a Impresa,19004445,42,VR,Small (11-50),Large (>10M),Information/Technology,11018,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,213925,1,FC,Micro (1-10),Small (100k-1M),Wholesale/Retail,10246,36
C.10.72.00,"""Produzione di fette biscottate e di biscotti; produzione di prodotti di pasticceria conservati""",1.a Impresa,0,7,PI,Micro (1-10),No revenue,Manufacturing,11039,36
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.b Azienda individuale,0,1,PA,Micro (1-10),No revenue,Wholesale/Retail,5877,19
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Business Services,5742,21
H.49.41.00,Trasporto di merci su strada,1.a Impresa,1320395,14,MO,Small (11-50),Medium (1M-10M),Transportation,4058,11
C.30.30.09,Fabbricazione di aeromobili di veicoli spaziali e dei relativi dispositivi nca,1.a Impresa,1329187,15,VA,Small (11-50),Medium (1M-10M),Manufacturing,12851,36
J.59.20.10,Edizione di registrazioni sonore,1.a Impresa,2592819,4,MI,Micro (1-10),Medium (1M-10M),Information/Technology,11274,36
N.82.99.10,Imprese di gestione esattoriale,2. Ente pubblico / gest. serv. pubblici,0,101,Unknown,Medium (51-250),No revenue,Business Services,50317,33
C.21.10.00,FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE,1.a Impresa,43294529,189,BO,Medium (51-250),Large (>10M),Manufacturing,21268,36
C.18.12.00,Altra stampa,1.a Impresa,0,7,Unknown,Micro (1-10),No revenue,Manufacturing,24230,36
C.10.13.00,Produzione di prodotti a base di carne (inclusa la carne di volatili),1.a Impresa,50393303,93,Unknown,Medium (51-250),Large (>10M),Manufacturing,9340,30
J.63.11.10,Elaborazione dati,1.a Impresa,5874831,92,MI,Medium (51-250),Medium (1M-10M),Information/Technology,11261,36
G.46.61.00,Commercio all'ingrosso di macchinari attrezzature e forniture agricole,1.a Impresa,7410283,9,RE,Micro (1-10),Medium (1M-10M),Wholesale/Retail,11722,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,203667,2,TV,Micro (1-10),Small (100k-1M),Wholesale/Retail,25194,36
G.46.33.10,Commercio all'ingrosso di prodotti lattiero-caseari e di uova,1.a Impresa,3847253,9,SO,Micro (1-10),Medium (1M-10M),Wholesale/Retail,4046,11
I.56.30.00,BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA,1.a Impresa,0,14,Unknown,Small (11-50),No revenue,Other,5317,20
G.47.52.20,Commercio al dettaglio di articoli igienico-sanitari,1.a Impresa,3145592,9,RO,Micro (1-10),Medium (1M-10M),Wholesale/Retail,23113,30
G.47.72.00,Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati,1.b Azienda individuale,274489,2,BT,Micro (1-10),Small (100k-1M),Wholesale/Retail,10158,36
G.47.64.10,Commercio al dettaglio di articoli sportivi biciclette e articoli per il tempo libero,1.a Impresa,5274472,30,BO,Small (11-50),Medium (1M-10M),Wholesale/Retail,6898,36
C.26.70.20,Fabbricazione di apparecchiature fotografiche e cinematografiche,1.a Impresa,254903,4,BO,Micro (1-10),Small (100k-1M),Manufacturing,13595,36
C.27.12.00,Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità,1.a Impresa,5146704,18,BS,Small (11-50),Medium (1M-10M),Manufacturing,4089,13
C.10.61.40,Altre lavorazioni di semi e granaglie,1.a Impresa,10864214,25,FI,Small (11-50),Large (>10M),Manufacturing,10441,36
J.58.11.00,Edizione di libri,1.a Impresa,6932817,30,PD,Small (11-50),Medium (1M-10M),Information/Technology,12035,36
G.45.40.21,Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori,1.a Impresa,295019,1,MI,Micro (1-10),Small (100k-1M),Wholesale/Retail,13053,36
C.28.99.92,Fabbricazione di giostre altalene ed altre attrezzature per parchi di divertimento,1.a Impresa,1424669,4,RE,Micro (1-10),Medium (1M-10M),Manufacturing,13829,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,0,2,AN,Micro (1-10),No revenue,Transportation,19453,36
C.32.40.20,Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo),1.a Impresa,6700402,60,TO,Medium (51-250),Medium (1M-10M),Manufacturing,58357,36
C.25.11.00,Fabbricazione di strutture metalliche e di parti di strutture,1.a Impresa,648107,3,MO,Micro (1-10),Small (100k-1M),Manufacturing,13840,36
C.30.92.10,Fabbricazione e montaggio di biciclette,1.a Impresa,15917028,16,CN,Small (11-50),Large (>10M),Manufacturing,13213,36
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.b Azienda individuale,276074,1,FI,Micro (1-10),Small (100k-1M),Wholesale/Retail,13583,36
G.47.74.00,Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati,1.a Impresa,861009,13,Unknown,Small (11-50),Small (100k-1M),Wholesale/Retail,12118,35
C.10.51.20,Produzione dei derivati del latte,1.a Impresa,8163364,28,SA,Small (11-50),Medium (1M-10M),Manufacturing,3991,4
G.47.82.01,Commercio al dettaglio ambulante di tessuti articoli tessili per la casa articoli di abbigliamento,1.b Azienda individuale,0,1,SA,Micro (1-10),No revenue,Wholesale/Retail,6375,34
G.46.66.00,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,1.a Impresa,1445426,13,TV,Small (11-50),Medium (1M-10M),Wholesale/Retail,11719,36
G.45.11.01,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri,1.a Impresa,60400,1,Unknown,Micro (1-10),Very Small (<100k),Wholesale/Retail,13996,36
C.10.89.09,Produzione di altri prodotti alimentari nca,1.a Impresa,21735035,20,AR,Small (11-50),Large (>10M),Manufacturing,14263,36
P.85.59.90,Altri servizi di istruzione nca,3. Associazione,0,70,AR,Medium (51-250),No revenue,Other,11226,23
J.58.11.00,Edizione di libri,1.a Impresa,402619,2,TV,Micro (1-10),Small (100k-1M),Information/Technology,12149,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,989817,2,RM,Micro (1-10),Small (100k-1M),Transportation,3978,7
R.93.12.00,Attività di club sportivi,1.a Impresa,251601,89,PD,Medium (51-250),Small (100k-1M),Other,12055,36
K.64.19.10,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,1.a Impresa,24531221,141,MO,Medium (51-250),Large (>10M),Other,12650,19
C.14.13.10,Confezione in serie di abbigliamento esterno,1.a Impresa,1362775,9,CR,Micro (1-10),Medium (1M-10M),Manufacturing,4101,11
C.32.40.20,Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo),1.a Impresa,3292922,12,TV,Small (11-50),Medium (1M-10M),Manufacturing,12002,35
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,0,1,KR,Micro (1-10),No revenue,Transportation,7698,33
C.28.94.10,Fabbricazione di macchine tessili di macchine e di impianti per il trattamento ausiliario dei tessili di macchine per cucire e per maglieria (incluse parti e accessori),1.a Impresa,8520318,43,CO,Small (11-50),Medium (1M-10M),Manufacturing,13899,36
G.46.49.20,Commercio all'ingrosso di libri riviste e giornali,1.b Azienda individuale,0,1,BS,Micro (1-10),No revenue,Wholesale/Retail,15128,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,156749,1,MC,Micro (1-10),Small (100k-1M),Wholesale/Retail,4753,14
J.58.14.00,Edizione di riviste e periodici,1.a Impresa,2732248,9,MB,Micro (1-10),Medium (1M-10M),Information/Technology,12163,36
C.20.30.00,FABBRICAZIONE DI PITTURE VERNICI E SMALTI INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI),1.a Impresa,2647858,12,PT,Small (11-50),Medium (1M-10M),Manufacturing,3954,8
C.32.50.20,Fabbricazione di protesi dentarie (inclusa riparazione),1.b Azienda individuale,263346,3,RM,Micro (1-10),Small (100k-1M),Manufacturing,12838,36
G.46.43.10,Commercio all'ingrosso di elettrodomestici di elettronica di consumo audio e video,1.a Impresa,13309282,24,VI,Small (11-50),Large (>10M),Wholesale/Retail,8474,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,12006,36
C.14.12.00,Confezione di indumenti da lavoro,1.a Impresa,13932542,36,MO,Small (11-50),Large (>10M),Manufacturing,23898,36
G.46.69.30,Commercio all'ingrosso di apparecchiature per parrucchieri palestre solarium e centri estetici,1.a Impresa,1513366,8,AR,Micro (1-10),Medium (1M-10M),Wholesale/Retail,10978,36
S.95.11.00,Riparazione di computer e periferiche,1.a Impresa,287563,5,VR,Micro (1-10),Small (100k-1M),Other Services,13468,36
J.59.20.10,Edizione di registrazioni sonore,1.a Impresa,90320,13,RM,Small (11-50),Very Small (<100k),Information/Technology,8459,36
S.94.00.00,ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE,3. Associazione,0,0,RM,No employees,No revenue,Other Services,15896,34
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,236004,1,FE,Micro (1-10),Small (100k-1M),Wholesale/Retail,4494,16
C.14.14.00,Confezione di biancheria intima,1.a Impresa,2509643,15,UD,Small (11-50),Medium (1M-10M),Manufacturing,6242,20
C.23.41.00,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali,1.a Impresa,291173,1,RO,Micro (1-10),Small (100k-1M),Manufacturing,9783,36
G.46.69.99,Commercio all'ingrosso di altre macchine ed attrezzature per l'industria il commercio e la navigazione nca,1.a Impresa,1735915,6,VE,Micro (1-10),Medium (1M-10M),Wholesale/Retail,9970,35
G.47.61.00,Commercio al dettaglio di libri in esercizi specializzati,1.a Impresa,653697,1,BO,Micro (1-10),Small (100k-1M),Wholesale/Retail,10771,36
P.85.42.00,"""Istruzione universitaria e post-universitaria; accademie e conservatori""",2. Ente pubblico / gest. serv. pubblici,0,316,TO,Large (>250),No revenue,Other,15020,36
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,0,4,Unknown,Micro (1-10),No revenue,Wholesale/Retail,17873,36
G.47.29.90,Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca,1.a Impresa,739891,3,PR,Micro (1-10),Small (100k-1M),Wholesale/Retail,16967,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,25904,1,CZ,Micro (1-10),Very Small (<100k),Wholesale/Retail,11402,34
R.92.00.01,Ricevitorie del Lotto SuperEnalotto Totocalcio eccetera,1.b Azienda individuale,0,3,BS,Micro (1-10),No revenue,Other,13373,36
H.52.23.00,Attività dei servizi connessi al trasporto aereo,1.a Impresa,3581725,19,RC,Small (11-50),Medium (1M-10M),Transportation,49828,36
G.46.38.90,Commercio all'ingrosso di altri prodotti alimentari,1.a Impresa,14497399,29,RN,Small (11-50),Large (>10M),Wholesale/Retail,10457,36
C.18.12.00,Altra stampa,1.a Impresa,792519,2,VA,Micro (1-10),Small (100k-1M),Manufacturing,24210,36
E.38.31.10,Demolizione di carcasse,1.a Impresa,350070,8,Unknown,Micro (1-10),Small (100k-1M),Other,3912,3
C.25.62.00,Lavori di meccanica generale,1.a Impresa,0,8,VB,Micro (1-10),No revenue,Manufacturing,7063,19
G.47.64.10,Commercio al dettaglio di articoli sportivi biciclette e articoli per il tempo libero,1.a Impresa,2261486,6,PD,Micro (1-10),Medium (1M-10M),Wholesale/Retail,13310,36
G.47.61.00,Commercio al dettaglio di libri in esercizi specializzati,1.a Impresa,759979,6,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,14310,34
I.55.90.20,Alloggi per studenti e lavoratori con servizi accessori di tipo alberghiero,3. Associazione,0,2,SI,Micro (1-10),No revenue,Other,13393,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,271852,1,RM,Micro (1-10),Small (100k-1M),Wholesale/Retail,17285,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.b Azienda individuale,247357,4,PN,Micro (1-10),Small (100k-1M),Transportation,12777,36
A.01.19.20,Coltivazione di fiori in colture protette,1.b Azienda individuale,0,20,TO,Small (11-50),No revenue,Other,3904,9
C.26.60.02,Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori),1.a Impresa,18776228,40,PD,Small (11-50),Large (>10M),Manufacturing,4025,6
S.95.22.01,Riparazione di elettrodomestici e di articoli per la casa,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Other Services,5507,19
G.46.42.30,Commercio all'ingrosso di camicie biancheria intima maglieria e simili,1.a Impresa,3712553,10,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,12502,36
C.26.30.29,Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni,1.a Impresa,1116419,12,AR,Small (11-50),Medium (1M-10M),Manufacturing,10512,36
G.46.16.01,Agenti e rappresentanti di vestiario ed accessori di abbigliamento,1.b Azienda individuale,255858,1,VE,Micro (1-10),Small (100k-1M),Wholesale/Retail,11246,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,355462,1,MI,Micro (1-10),Small (100k-1M),Business Services,10001,36
J.58.11.00,Edizione di libri,1.a Impresa,563131,5,Unknown,Micro (1-10),Small (100k-1M),Information/Technology,3864,12
G.47.91.30,Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza radio telefono,1.a Impresa,0,1,PS,Micro (1-10),No revenue,Wholesale/Retail,7259,34
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,370526,5,FI,Micro (1-10),Small (100k-1M),Information/Technology,11853,30
P.85.42.00,"""Istruzione universitaria e post-universitaria; accademie e conservatori""",Altro / ND,0,56,RM,Medium (51-250),No revenue,Other,6626,34
G.47.82.02,Commercio al dettaglio ambulante di calzature e pelletterie,1.b Azienda individuale,0,2,CZ,Micro (1-10),No revenue,Wholesale/Retail,12538,36
H.52.29.21,Intermediari dei trasporti,1.a Impresa,599974,3,FI,Micro (1-10),Small (100k-1M),Transportation,14013,22
G.47.82.01,Commercio al dettaglio ambulante di tessuti articoli tessili per la casa articoli di abbigliamento,1.b Azienda individuale,0,3,BO,Micro (1-10),No revenue,Wholesale/Retail,3845,12
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,2657439,8,Unknown,Micro (1-10),Medium (1M-10M),Transportation,12219,36
H.53.10.00,ATTIVITÀ POSTALI CON OBBLIGO DI SERVIZIO UNIVERSALE,1.a Impresa,67176,1,SA,Micro (1-10),Very Small (<100k),Transportation,11057,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,248283,1,CR,Micro (1-10),Small (100k-1M),Wholesale/Retail,6561,34
G.47.89.09,Commercio al dettaglio ambulante di altri prodotti nca,1.a Impresa,724657,4,LU,Micro (1-10),Small (100k-1M),Wholesale/Retail,9691,36
C.29.32.09,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca,1.a Impresa,1410463,13,MB,Small (11-50),Medium (1M-10M),Manufacturing,9916,28
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,10897658,47,SI,Small (11-50),Large (>10M),Manufacturing,14268,35
